dt,visitor_count,is_weekend,month,weekofyear,dayofweek,quarter,temp_mean,temp_max,temp_min,precipitation,wiki_pageviews,trends_interest,traffic_proxy,traffic_proxy_ma7,traffic_proxy_lag7,traffic_proxy_ma14,traffic_proxy_lag14,visitor_count_lag1,visitor_count_lag7,visitor_count_lag14,visitor_count_lag30,visitor_count_ma7,visitor_count_ma30,temp_mean_ma7,precipitation_ma7
2023-02-26,5881.0,1,2,8,6,1,11.6,18.2,8.0,0.3,0,0,0.0,0.0,0.0,0.0,0.0,6155.0,6032.0,6361.0,7658.125,5544.0,5462.933333333333,12.9,0.1142857142857143
2023-02-27,4786.0,0,2,9,0,1,10.7,14.7,6.8,0.2,0,0,0.0,0.0,0.0,0.0,0.0,5881.0,5563.0,4656.0,6249.0,5433.0,5414.166666666667,12.557142857142855,0.14285714285714285
2023-02-28,4894.0,0,2,9,1,1,11.9,18.9,6.8,0.0,0,0,0.0,0.0,0.0,0.0,0.0,4786.0,5187.0,5243.0,6113.0,5391.142857142857,5373.533333333334,12.328571428571427,0.14285714285714285
2023-03-01,5143.0,0,3,9,2,1,13.2,20.6,5.8,0.0,0,0,0.0,0.0,0.0,0.0,0.0,4894.0,5322.0,4663.0,5028.0,5365.571428571428,5377.366666666667,12.257142857142858,0.14285714285714285
2023-03-02,5215.0,0,3,9,3,1,13.5,20.8,6.1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5143.0,5221.0,5121.0,5139.0,5364.714285714285,5379.9,12.357142857142858,0.07142857142857142
2023-03-03,5102.0,0,3,9,4,1,13.7,22.1,5.8,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5215.0,5479.0,4640.0,5231.0,5310.857142857143,5375.6,12.471428571428572,0.07142857142857142
2023-03-04,6260.0,1,3,9,5,1,14.3,21.5,7.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5102.0,6155.0,6465.0,5195.0,5325.857142857143,5411.1,12.700000000000001,0.07142857142857142
2023-03-05,6548.0,1,3,9,6,1,14.5,21.2,6.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,6260.0,5881.0,6032.0,5130.0,5421.142857142857,5458.366666666667,13.114285714285716,0.028571428571428574
2023-03-06,4846.0,0,3,10,0,1,14.8,21.5,7.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,6548.0,4786.0,5563.0,6305.0,5429.714285714285,5409.733333333334,13.700000000000001,0.0
2023-03-07,5106.0,0,3,10,1,1,15.2,22.7,7.2,0.0,0,0,0.0,0.0,0.0,0.0,0.0,4846.0,4894.0,5187.0,6103.0,5460.0,5376.5,14.171428571428569,0.0
2023-03-08,5443.0,0,3,10,2,1,15.7,24.0,8.2,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5106.0,5143.0,5322.0,5183.0,5502.857142857143,5385.166666666667,14.528571428571428,0.0
2023-03-09,5058.0,0,3,10,3,1,16.5,24.1,8.1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5443.0,5215.0,5221.0,5139.0,5480.428571428572,5382.466666666666,14.957142857142856,0.0
2023-03-10,5466.0,0,3,10,4,1,16.2,24.1,7.6,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5058.0,5102.0,5479.0,4828.0,5532.428571428572,5403.733333333334,15.314285714285715,0.0
2023-03-11,6236.0,1,3,10,5,1,16.5,24.4,8.6,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5466.0,6260.0,6155.0,4853.0,5529.0,5449.833333333333,15.62857142857143,0.0
2023-03-12,6191.0,1,3,10,6,1,16.2,24.0,8.4,0.0,0,0,0.0,0.0,0.0,0.0,0.0,6236.0,6548.0,5881.0,5174.0,5478.0,5483.733333333334,15.871428571428572,0.0
2023-03-13,5104.0,0,3,11,0,1,13.5,19.6,7.4,0.1,0,0,0.0,0.0,0.0,0.0,0.0,6191.0,4846.0,4786.0,6229.0,5514.857142857143,5446.233333333334,15.685714285714285,0.014285714285714287
2023-03-14,5217.0,0,3,11,1,1,14.4,22.3,6.4,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5104.0,5106.0,4894.0,6361.0,5530.714285714285,5408.1,15.57142857142857,0.014285714285714287
2023-03-15,5127.0,0,3,11,2,1,14.7,22.1,8.1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5217.0,5443.0,5143.0,4656.0,5485.571428571428,5423.8,15.428571428571429,0.014285714285714287
2023-03-16,5474.0,0,3,11,3,1,14.1,20.4,8.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5127.0,5058.0,5215.0,5243.0,5545.0,5431.5,15.085714285714285,0.014285714285714287
2023-03-17,5132.0,0,3,11,4,1,14.9,22.8,7.6,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5474.0,5466.0,5102.0,4663.0,5497.285714285715,5447.133333333333,14.9,0.014285714285714287
2023-03-18,6512.0,1,3,11,5,1,15.4,21.6,8.5,0.1,0,0,0.0,0.0,0.0,0.0,0.0,5132.0,6236.0,6260.0,5121.0,5536.714285714285,5493.5,14.742857142857144,0.028571428571428574
2023-03-19,6512.0,1,3,11,6,1,15.8,23.5,8.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,6512.0,6191.0,6548.0,4640.0,5582.571428571428,5555.9,14.685714285714285,0.028571428571428574
2023-03-20,5156.0,0,3,12,0,1,15.0,20.6,10.8,0.6,0,0,0.0,0.0,0.0,0.0,0.0,6512.0,5104.0,4846.0,6465.0,5590.0,5512.266666666666,14.9,0.09999999999999999
2023-03-21,5454.0,0,3,12,1,1,14.2,20.2,9.1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5156.0,5217.0,5106.0,6032.0,5623.857142857143,5493.0,14.871428571428572,0.09999999999999999
2023-03-22,5513.0,0,3,12,2,1,13.5,20.1,8.5,0.1,0,0,0.0,0.0,0.0,0.0,0.0,5454.0,5127.0,5443.0,5563.0,5679.0,5491.333333333333,14.700000000000001,0.11428571428571428
2023-03-23,5273.0,0,3,12,3,1,13.4,20.6,6.4,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5513.0,5474.0,5058.0,5187.0,5650.285714285715,5494.2,14.6,0.11428571428571428
2023-03-24,5352.0,0,3,12,4,1,14.2,21.8,5.8,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5273.0,5132.0,5466.0,5322.0,5681.714285714285,5495.2,14.5,0.11428571428571428
2023-03-25,5916.0,1,3,12,5,1,15.1,22.9,7.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5352.0,6512.0,6236.0,5221.0,5596.571428571428,5518.366666666667,14.457142857142856,0.09999999999999999
2023-03-26,6393.0,1,3,12,6,1,15.3,21.7,8.7,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5916.0,6512.0,6191.0,5479.0,5579.571428571428,5548.833333333333,14.385714285714286,0.09999999999999999
2023-03-27,5437.0,0,3,13,0,1,15.2,22.5,9.1,0.3,0,0,0.0,0.0,0.0,0.0,0.0,6393.0,5156.0,5104.0,6155.0,5619.714285714285,5524.9,14.414285714285715,0.05714285714285715
2023-03-28,5534.0,0,3,13,1,1,13.9,19.5,9.7,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5437.0,5454.0,5217.0,5881.0,5631.142857142857,5513.333333333333,14.37142857142857,0.05714285714285715
2023-03-29,5074.0,0,3,13,2,1,13.8,22.0,5.8,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5534.0,5513.0,5127.0,4786.0,5568.428571428572,5522.933333333333,14.414285714285713,0.042857142857142864
2023-03-30,5252.0,0,3,13,3,1,14.9,22.7,7.2,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5074.0,5273.0,5474.0,4894.0,5565.428571428572,5534.866666666667,14.62857142857143,0.042857142857142864
2023-03-31,5459.0,0,3,13,4,1,15.1,22.4,8.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5252.0,5352.0,5132.0,5143.0,5580.714285714285,5545.4,14.757142857142856,0.042857142857142864
2023-04-01,6128.0,1,4,13,5,2,15.1,23.2,7.9,0.1,0,0,0.0,0.0,0.0,0.0,0.0,5459.0,5916.0,6512.0,5215.0,5611.0,5575.833333333333,14.757142857142856,0.05714285714285715
2023-04-02,6304.0,1,4,13,6,2,14.1,20.0,10.8,2.6,0,0,0.0,0.0,0.0,0.0,0.0,6128.0,6393.0,6512.0,5102.0,5598.285714285715,5615.9,14.585714285714285,0.42857142857142855
2023-04-03,4578.0,0,4,14,0,2,13.8,20.6,8.7,0.0,0,0,0.0,0.0,0.0,0.0,0.0,6304.0,5437.0,5156.0,6260.0,5475.571428571428,5559.833333333333,14.385714285714286,0.38571428571428573
2023-04-04,5313.0,0,4,14,1,2,14.5,21.5,7.8,0.0,0,0,0.0,0.0,0.0,0.0,0.0,4578.0,5534.0,5454.0,6548.0,5444.0,5518.666666666667,14.471428571428572,0.38571428571428573
2023-04-05,7658.125,0,4,14,2,2,15.1,22.1,8.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5313.0,5074.0,5513.0,4846.0,5813.160714285715,5612.404166666666,14.657142857142858,0.38571428571428573
2023-04-06,4909.0,0,4,14,3,2,15.7,22.5,9.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,7658.125,5252.0,5273.0,5106.0,5764.160714285715,5605.8375,14.771428571428572,0.38571428571428573
2023-04-07,5213.0,0,4,14,4,2,16.6,24.9,8.1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,4909.0,5459.0,5352.0,5443.0,5729.017857142857,5598.170833333334,14.985714285714286,0.38571428571428573
2023-04-08,6272.0,1,4,14,5,2,17.7,26.1,8.9,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5213.0,6128.0,5916.0,5058.0,5749.589285714285,5638.6375,15.357142857142858,0.37142857142857144
2023-04-09,6413.0,1,4,14,6,2,18.7,27.0,9.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,6272.0,6304.0,6393.0,5466.0,5765.160714285715,5670.204166666666,16.014285714285712,0.0
2023-04-10,4862.0,0,4,15,0,2,18.8,26.6,10.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,6413.0,4578.0,5437.0,6236.0,5805.732142857143,5624.404166666666,16.72857142857143,0.0
2023-04-11,5165.0,0,4,15,1,2,19.1,26.9,10.9,0.0,0,0,0.0,0.0,0.0,0.0,0.0,4862.0,5313.0,5534.0,6191.0,5784.589285714285,5590.204166666666,17.385714285714286,0.0
2023-04-12,5746.0,0,4,15,2,2,19.1,27.2,10.8,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5165.0,7658.125,5074.0,5104.0,5511.428571428572,5611.604166666667,17.95714285714286,0.0
2023-04-13,5380.0,0,4,15,3,2,19.1,27.1,10.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5746.0,4909.0,5252.0,5217.0,5578.714285714285,5617.0375,18.442857142857143,0.0
2023-04-14,5223.0,0,4,15,4,2,20.4,28.7,10.8,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5380.0,5213.0,5459.0,5127.0,5580.142857142857,5620.2375,18.985714285714288,0.0
2023-04-15,6615.0,1,4,15,5,2,20.1,27.1,12.7,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5223.0,6272.0,6128.0,5474.0,5629.142857142857,5658.270833333333,19.32857142857143,0.0
2023-04-16,6455.0,1,4,15,6,2,21.2,28.4,13.2,0.0,0,0,0.0,0.0,0.0,0.0,0.0,6615.0,6413.0,6304.0,5132.0,5635.142857142857,5702.370833333333,19.685714285714287,0.0
2023-04-17,5592.0,0,4,16,0,2,21.6,29.1,13.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,6455.0,4862.0,4578.0,6512.0,5739.428571428572,5671.704166666666,20.085714285714285,0.0
2023-04-18,5391.0,0,4,16,1,2,21.0,28.1,13.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5592.0,5165.0,5313.0,6512.0,5771.714285714285,5634.3375,20.357142857142858,0.0
2023-04-19,5829.0,0,4,16,2,2,21.3,29.3,12.8,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5391.0,5746.0,7658.125,5156.0,5783.571428571428,5656.770833333333,20.67142857142857,0.0
2023-04-20,5491.0,0,4,16,3,2,20.8,28.2,13.1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5829.0,5380.0,4909.0,5454.0,5799.428571428572,5658.004166666667,20.914285714285715,0.0
2023-04-21,5475.0,0,4,16,4,2,19.7,26.7,13.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5491.0,5223.0,5213.0,5513.0,5835.428571428572,5656.7375,20.814285714285713,0.0
2023-04-22,6058.0,1,4,16,5,2,18.9,25.7,12.9,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5475.0,6615.0,6272.0,5273.0,5755.857142857143,5682.904166666666,20.642857142857142,0.0
2023-04-23,6203.0,1,4,16,6,2,18.2,25.5,12.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,6058.0,6455.0,6413.0,5352.0,5719.857142857143,5711.270833333333,20.214285714285715,0.0
2023-04-24,5561.0,0,4,17,0,2,18.4,24.3,12.8,0.0,0,0,0.0,0.0,0.0,0.0,0.0,6203.0,5592.0,4862.0,5916.0,5715.428571428572,5699.4375,19.75714285714286,0.0
2023-04-25,5207.0,0,4,17,1,2,19.0,25.1,11.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5561.0,5391.0,5165.0,6393.0,5689.142857142857,5659.904166666666,19.47142857142857,0.0
2023-04-26,5575.0,0,4,17,2,2,19.2,25.1,13.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5207.0,5829.0,5746.0,5437.0,5652.857142857143,5664.504166666667,19.17142857142857,0.0
2023-04-27,5049.0,0,4,17,3,2,19.5,25.7,12.4,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5575.0,5491.0,5380.0,5534.0,5589.714285714285,5648.3375,18.985714285714288,0.0
2023-04-28,5335.0,0,4,17,4,2,18.6,24.2,12.8,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5049.0,5475.0,5223.0,5074.0,5569.714285714285,5657.0375,18.828571428571426,0.0
2023-04-29,6576.0,1,4,17,5,2,18.5,25.4,12.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5335.0,6058.0,6615.0,5252.0,5643.714285714285,5701.170833333334,18.771428571428572,0.0
2023-04-30,6423.0,1,4,17,6,2,18.5,24.4,12.4,0.0,0,0,0.0,0.0,0.0,0.0,0.0,6576.0,6203.0,6455.0,5459.0,5675.142857142857,5733.304166666667,18.814285714285713,0.0
2023-05-01,7658.125,0,5,18,0,2,18.2,23.9,13.0,0.5,0,0,0.0,0.0,0.0,0.0,0.0,6423.0,5561.0,5592.0,6128.0,5974.732142857143,5784.308333333333,18.785714285714285,0.07142857142857142
2023-05-02,7658.125,0,5,18,1,2,18.5,24.8,13.7,0.0,0,0,0.0,0.0,0.0,0.0,0.0,7658.125,5207.0,5391.0,6304.0,6324.892857142857,5829.445833333333,18.714285714285715,0.07142857142857142
2023-05-03,7658.125,0,5,18,2,2,19.0,25.5,12.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,7658.125,5575.0,5829.0,4578.0,6622.482142857143,5932.116666666667,18.685714285714287,0.07142857142857142
2023-05-04,5534.0,0,5,18,3,2,20.5,28.3,12.9,0.0,0,0,0.0,0.0,0.0,0.0,0.0,7658.125,5049.0,5491.0,5313.0,6691.767857142857,5939.483333333334,18.82857142857143,0.07142857142857142
2023-05-05,5748.0,0,5,18,4,2,20.4,26.9,13.8,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5534.0,5335.0,5475.0,7658.125,6750.767857142857,5875.8125,19.085714285714285,0.07142857142857142
2023-05-06,6688.0,1,5,18,5,2,20.5,26.6,13.9,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5748.0,6576.0,6058.0,4909.0,6766.767857142857,5935.1125,19.37142857142857,0.07142857142857142
2023-05-07,6394.0,1,5,18,6,2,21.1,29.5,13.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,6688.0,6423.0,6203.0,5213.0,6762.625,5974.479166666667,19.74285714285714,0.07142857142857142
2023-05-08,5479.0,0,5,19,0,2,21.8,29.7,14.1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,6394.0,7658.125,5561.0,6272.0,6451.321428571428,5948.045833333334,20.25714285714286,0.0
2023-05-09,5727.0,0,5,19,1,2,21.8,29.2,13.8,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5479.0,7658.125,5207.0,6413.0,6175.446428571428,5925.179166666667,20.72857142857143,0.0
2023-05-10,5202.0,0,5,19,2,2,20.7,26.7,14.9,0.3,0,0,0.0,0.0,0.0,0.0,0.0,5727.0,7658.125,5575.0,4862.0,5824.571428571428,5936.5125,20.97142857142857,0.04285714285714286
2023-05-11,5169.0,0,5,19,3,2,19.6,24.6,14.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5202.0,5534.0,5049.0,5165.0,5772.428571428572,5936.645833333333,20.842857142857145,0.04285714285714286
2023-05-12,5346.0,0,5,19,4,2,21.0,28.5,12.4,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5169.0,5748.0,5335.0,5746.0,5715.0,5923.3125,20.928571428571427,0.04285714285714286
2023-05-13,5770.0,1,5,19,5,2,17.2,20.8,15.0,5.4375,0,0,0.0,0.0,0.0,0.0,0.0,5346.0,6688.0,6576.0,5380.0,5583.857142857143,5936.3125,20.457142857142856,0.8196428571428571
2023-05-14,5893.0,1,5,19,6,2,14.0,15.1,12.7,5.4375,0,0,0.0,0.0,0.0,0.0,0.0,5770.0,6394.0,6423.0,5223.0,5512.285714285715,5958.645833333333,19.442857142857147,1.5964285714285715
2023-05-15,4901.0,0,5,20,0,2,13.0,14.9,11.8,5.4375,0,0,0.0,0.0,0.0,0.0,0.0,5893.0,5479.0,7658.125,6615.0,5429.714285714285,5901.5125,18.185714285714287,2.373214285714286
2023-05-16,5315.0,0,5,20,1,2,17.2,23.0,12.4,0.0,0,0,0.0,0.0,0.0,0.0,0.0,4901.0,5727.0,7658.125,6455.0,5370.857142857143,5863.5125,17.52857142857143,2.373214285714286
2023-05-17,5025.0,0,5,20,2,2,18.3,25.2,12.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5315.0,5202.0,7658.125,5592.0,5345.571428571428,5844.6125,17.185714285714287,2.330357142857143
2023-05-18,4955.0,0,5,20,3,2,19.7,26.4,13.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5025.0,5169.0,5534.0,5391.0,5315.0,5830.079166666666,17.2,2.330357142857143
2023-05-19,5461.0,0,5,20,4,2,20.0,26.9,13.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,4955.0,5346.0,5748.0,5829.0,5331.428571428572,5817.8125,17.057142857142857,2.330357142857143
2023-05-20,6623.0,1,5,20,5,2,20.4,26.9,14.2,0.1,0,0,0.0,0.0,0.0,0.0,0.0,5461.0,5770.0,6688.0,5491.0,5453.285714285715,5855.545833333334,17.514285714285712,1.5678571428571428
2023-05-21,6741.0,1,5,20,6,2,21.1,29.0,13.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,6623.0,5893.0,6394.0,5475.0,5574.428571428572,5897.745833333333,18.52857142857143,0.7910714285714285
2023-05-22,5388.0,0,5,21,0,2,21.4,29.7,14.1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,6741.0,4901.0,5479.0,6058.0,5644.0,5875.4125,19.728571428571428,0.014285714285714287
2023-05-23,5078.0,0,5,21,1,2,21.7,28.6,14.7,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5388.0,5315.0,5727.0,6203.0,5610.142857142857,5837.9125,20.37142857142857,0.014285714285714287
2023-05-24,5460.0,0,5,21,2,2,21.9,28.9,15.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5078.0,5025.0,5202.0,5561.0,5672.285714285715,5834.545833333334,20.885714285714283,0.014285714285714287
2023-05-25,5260.0,0,5,21,3,2,20.5,25.2,15.7,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5460.0,4955.0,5169.0,5207.0,5715.857142857143,5836.3125,21.0,0.014285714285714287
2023-05-26,5094.0,0,5,21,4,2,20.7,27.3,15.7,0.1,0,0,0.0,0.0,0.0,0.0,0.0,5260.0,5461.0,5346.0,5575.0,5663.428571428572,5820.279166666666,21.099999999999998,0.028571428571428574
2023-05-27,6713.0,1,5,21,5,2,21.7,28.9,15.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5094.0,6623.0,5770.0,5049.0,5676.285714285715,5875.745833333333,21.285714285714285,0.014285714285714287
2023-05-28,6084.0,1,5,21,6,2,22.7,29.8,15.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,6713.0,6741.0,5893.0,5335.0,5582.428571428572,5900.7125,21.514285714285712,0.014285714285714287
2023-05-29,5502.0,0,5,22,0,2,24.3,32.8,16.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,6084.0,5388.0,4901.0,6576.0,5598.714285714285,5864.9125,21.928571428571427,0.014285714285714287
2023-05-30,5064.0,0,5,22,1,2,25.2,33.0,17.2,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5502.0,5078.0,5315.0,6423.0,5596.714285714285,5819.6125,22.428571428571427,0.014285714285714287
2023-05-31,5325.0,0,5,22,2,2,26.0,33.4,19.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5064.0,5460.0,5025.0,7658.125,5577.428571428572,5741.841666666666,23.014285714285712,0.014285714285714287
2023-06-01,5393.0,0,6,22,3,2,25.6,33.3,18.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5325.0,5260.0,4955.0,7658.125,5596.428571428572,5666.3375,23.74285714285714,0.014285714285714287
