dt,temp_mean,temp_max,temp_min,precipitation,wiki_pageviews,trends_interest,visitor_count,outlier_flag_visitor_count,outlier_flag_wiki_pageviews,outlier_flag_trends_interest,outlier_flag_precipitation,year,month,dayofweek,is_weekend
2023-02-14,12.9,21.0,4.8,0.0,0,0,5243.0,0,0,0,0,2023,2,1,0
2023-02-15,13.5,20.9,6.3,0.0,0,0,4663.0,0,0,0,0,2023,2,2,0
2023-02-16,13.2,20.8,5.9,0.0,0,0,5121.0,0,0,0,0,2023,2,3,0
2023-02-17,13.3,20.4,6.0,0.0,0,0,4640.0,0,0,0,0,2023,2,4,0
2023-02-18,13.5,21.0,5.5,0.0,0,0,6465.0,0,0,0,0,2023,2,5,1
2023-02-19,13.7,21.3,6.1,0.0,0,0,6032.0,0,0,0,0,2023,2,6,1
2023-02-20,13.1,18.6,7.0,0.0,0,0,5563.0,0,0,0,0,2023,2,0,0
2023-02-21,13.5,19.2,6.7,0.0,0,0,5187.0,0,0,0,0,2023,2,1,0
2023-02-22,13.7,19.3,7.1,0.0,0,0,5322.0,0,0,0,0,2023,2,2,0
2023-02-23,12.8,18.1,6.2,0.5,0,0,5221.0,0,0,0,0,2023,2,3,0
2023-02-24,12.9,20.9,6.1,0.0,0,0,5479.0,0,0,0,0,2023,2,4,0
2023-02-25,12.7,20.2,5.7,0.0,0,0,6155.0,0,0,0,0,2023,2,5,1
2023-02-26,11.6,18.2,8.0,0.3,0,0,5881.0,0,0,0,0,2023,2,6,1
2023-02-27,10.7,14.7,6.8,0.2,0,0,4786.0,0,0,0,0,2023,2,0,0
2023-02-28,11.9,18.9,6.8,0.0,0,0,4894.0,0,0,0,0,2023,2,1,0
2023-03-01,13.2,20.6,5.8,0.0,0,0,5143.0,0,0,0,0,2023,3,2,0
2023-03-02,13.5,20.8,6.1,0.0,0,0,5215.0,0,0,0,0,2023,3,3,0
2023-03-03,13.7,22.1,5.8,0.0,0,0,5102.0,0,0,0,0,2023,3,4,0
2023-03-04,14.3,21.5,7.0,0.0,0,0,6260.0,0,0,0,0,2023,3,5,1
2023-03-05,14.5,21.2,6.5,0.0,0,0,6548.0,0,0,0,0,2023,3,6,1
2023-03-06,14.8,21.5,7.3,0.0,0,0,4846.0,0,0,0,0,2023,3,0,0
2023-03-07,15.2,22.7,7.2,0.0,0,0,5106.0,0,0,0,0,2023,3,1,0
2023-03-08,15.7,24.0,8.2,0.0,0,0,5443.0,0,0,0,0,2023,3,2,0
2023-03-09,16.5,24.1,8.1,0.0,0,0,5058.0,0,0,0,0,2023,3,3,0
2023-03-10,16.2,24.1,7.6,0.0,0,0,5466.0,0,0,0,0,2023,3,4,0
2023-03-11,16.5,24.4,8.6,0.0,0,0,6236.0,0,0,0,0,2023,3,5,1
2023-03-12,16.2,24.0,8.4,0.0,0,0,6191.0,0,0,0,0,2023,3,6,1
2023-03-13,13.5,19.6,7.4,0.1,0,0,5104.0,0,0,0,0,2023,3,0,0
2023-03-14,14.4,22.3,6.4,0.0,0,0,5217.0,0,0,0,0,2023,3,1,0
2023-03-15,14.7,22.1,8.1,0.0,0,0,5127.0,0,0,0,0,2023,3,2,0
2023-03-16,14.1,20.4,8.3,0.0,0,0,5474.0,0,0,0,0,2023,3,3,0
2023-03-17,14.9,22.8,7.6,0.0,0,0,5132.0,0,0,0,0,2023,3,4,0
2023-03-18,15.4,21.6,8.5,0.1,0,0,6512.0,0,0,0,0,2023,3,5,1
2023-03-19,15.8,23.5,8.3,0.0,0,0,6512.0,0,0,0,0,2023,3,6,1
2023-03-20,15.0,20.6,10.8,0.6,0,0,5156.0,0,0,0,0,2023,3,0,0
2023-03-21,14.2,20.2,9.1,0.0,0,0,5454.0,0,0,0,0,2023,3,1,0
2023-03-22,13.5,20.1,8.5,0.1,0,0,5513.0,0,0,0,0,2023,3,2,0
2023-03-23,13.4,20.6,6.4,0.0,0,0,5273.0,0,0,0,0,2023,3,3,0
2023-03-24,14.2,21.8,5.8,0.0,0,0,5352.0,0,0,0,0,2023,3,4,0
2023-03-25,15.1,22.9,7.3,0.0,0,0,5916.0,0,0,0,0,2023,3,5,1
2023-03-26,15.3,21.7,8.7,0.0,0,0,6393.0,0,0,0,0,2023,3,6,1
2023-03-27,15.2,22.5,9.1,0.3,0,0,5437.0,0,0,0,0,2023,3,0,0
2023-03-28,13.9,19.5,9.7,0.0,0,0,5534.0,0,0,0,0,2023,3,1,0
2023-03-29,13.8,22.0,5.8,0.0,0,0,5074.0,0,0,0,0,2023,3,2,0
2023-03-30,14.9,22.7,7.2,0.0,0,0,5252.0,0,0,0,0,2023,3,3,0
2023-03-31,15.1,22.4,8.3,0.0,0,0,5459.0,0,0,0,0,2023,3,4,0
2023-04-01,15.1,23.2,7.9,0.1,0,0,6128.0,0,0,0,0,2023,4,5,1
2023-04-02,14.1,20.0,10.8,2.6,0,0,6304.0,0,0,0,0,2023,4,6,1
2023-04-03,13.8,20.6,8.7,0.0,0,0,4578.0,0,0,0,0,2023,4,0,0
2023-04-04,14.5,21.5,7.8,0.0,0,0,5313.0,0,0,0,0,2023,4,1,0
2023-04-05,15.1,22.1,8.3,0.0,0,0,7658.125,1,0,0,0,2023,4,2,0
2023-04-06,15.7,22.5,9.3,0.0,0,0,4909.0,0,0,0,0,2023,4,3,0
2023-04-07,16.6,24.9,8.1,0.0,0,0,5213.0,0,0,0,0,2023,4,4,0
2023-04-08,17.7,26.1,8.9,0.0,0,0,6272.0,0,0,0,0,2023,4,5,1
2023-04-09,18.7,27.0,9.5,0.0,0,0,6413.0,0,0,0,0,2023,4,6,1
2023-04-10,18.8,26.6,10.3,0.0,0,0,4862.0,0,0,0,0,2023,4,0,0
2023-04-11,19.1,26.9,10.9,0.0,0,0,5165.0,0,0,0,0,2023,4,1,0
2023-04-12,19.1,27.2,10.8,0.0,0,0,5746.0,0,0,0,0,2023,4,2,0
2023-04-13,19.1,27.1,10.3,0.0,0,0,5380.0,0,0,0,0,2023,4,3,0
2023-04-14,20.4,28.7,10.8,0.0,0,0,5223.0,0,0,0,0,2023,4,4,0
2023-04-15,20.1,27.1,12.7,0.0,0,0,6615.0,0,0,0,0,2023,4,5,1
2023-04-16,21.2,28.4,13.2,0.0,0,0,6455.0,0,0,0,0,2023,4,6,1
2023-04-17,21.6,29.1,13.5,0.0,0,0,5592.0,0,0,0,0,2023,4,0,0
2023-04-18,21.0,28.1,13.0,0.0,0,0,5391.0,0,0,0,0,2023,4,1,0
2023-04-19,21.3,29.3,12.8,0.0,0,0,5829.0,0,0,0,0,2023,4,2,0
2023-04-20,20.8,28.2,13.1,0.0,0,0,5491.0,0,0,0,0,2023,4,3,0
2023-04-21,19.7,26.7,13.0,0.0,0,0,5475.0,0,0,0,0,2023,4,4,0
2023-04-22,18.9,25.7,12.9,0.0,0,0,6058.0,0,0,0,0,2023,4,5,1
2023-04-23,18.2,25.5,12.0,0.0,0,0,6203.0,0,0,0,0,2023,4,6,1
2023-04-24,18.4,24.3,12.8,0.0,0,0,5561.0,0,0,0,0,2023,4,0,0
2023-04-25,19.0,25.1,11.5,0.0,0,0,5207.0,0,0,0,0,2023,4,1,0
2023-04-26,19.2,25.1,13.3,0.0,0,0,5575.0,0,0,0,0,2023,4,2,0
2023-04-27,19.5,25.7,12.4,0.0,0,0,5049.0,0,0,0,0,2023,4,3,0
2023-04-28,18.6,24.2,12.8,0.0,0,0,5335.0,0,0,0,0,2023,4,4,0
2023-04-29,18.5,25.4,12.3,0.0,0,0,6576.0,0,0,0,0,2023,4,5,1
2023-04-30,18.5,24.4,12.4,0.0,0,0,6423.0,0,0,0,0,2023,4,6,1
2023-05-01,18.2,23.9,13.0,0.5,0,0,7658.125,1,0,0,0,2023,5,0,0
2023-05-02,18.5,24.8,13.7,0.0,0,0,7658.125,1,0,0,0,2023,5,1,0
2023-05-03,19.0,25.5,12.5,0.0,0,0,7658.125,1,0,0,0,2023,5,2,0
2023-05-04,20.5,28.3,12.9,0.0,0,0,5534.0,0,0,0,0,2023,5,3,0
2023-05-05,20.4,26.9,13.8,0.0,0,0,5748.0,0,0,0,0,2023,5,4,0
2023-05-06,20.5,26.6,13.9,0.0,0,0,6688.0,0,0,0,0,2023,5,5,1
2023-05-07,21.1,29.5,13.0,0.0,0,0,6394.0,0,0,0,0,2023,5,6,1
2023-05-08,21.8,29.7,14.1,0.0,0,0,5479.0,0,0,0,0,2023,5,0,0
2023-05-09,21.8,29.2,13.8,0.0,0,0,5727.0,0,0,0,0,2023,5,1,0
2023-05-10,20.7,26.7,14.9,0.3,0,0,5202.0,0,0,0,0,2023,5,2,0
2023-05-11,19.6,24.6,14.0,0.0,0,0,5169.0,0,0,0,0,2023,5,3,0
2023-05-12,21.0,28.5,12.4,0.0,0,0,5346.0,0,0,0,0,2023,5,4,0
2023-05-13,17.2,20.8,15.0,5.4375,0,0,5770.0,0,0,0,1,2023,5,5,1
2023-05-14,14.0,15.1,12.7,5.4375,0,0,5893.0,0,0,0,1,2023,5,6,1
2023-05-15,13.0,14.9,11.8,5.4375,0,0,4901.0,0,0,0,1,2023,5,0,0
2023-05-16,17.2,23.0,12.4,0.0,0,0,5315.0,0,0,0,0,2023,5,1,0
2023-05-17,18.3,25.2,12.0,0.0,0,0,5025.0,0,0,0,0,2023,5,2,0
2023-05-18,19.7,26.4,13.0,0.0,0,0,4955.0,0,0,0,0,2023,5,3,0
2023-05-19,20.0,26.9,13.5,0.0,0,0,5461.0,0,0,0,0,2023,5,4,0
2023-05-20,20.4,26.9,14.2,0.1,0,0,6623.0,0,0,0,0,2023,5,5,1
2023-05-21,21.1,29.0,13.5,0.0,0,0,6741.0,0,0,0,0,2023,5,6,1
2023-05-22,21.4,29.7,14.1,0.0,0,0,5388.0,0,0,0,0,2023,5,0,0
2023-05-23,21.7,28.6,14.7,0.0,0,0,5078.0,0,0,0,0,2023,5,1,0
2023-05-24,21.9,28.9,15.5,0.0,0,0,5460.0,0,0,0,0,2023,5,2,0
2023-05-25,20.5,25.2,15.7,0.0,0,0,5260.0,0,0,0,0,2023,5,3,0
2023-05-26,20.7,27.3,15.7,0.1,0,0,5094.0,0,0,0,0,2023,5,4,0
2023-05-27,21.7,28.9,15.3,0.0,0,0,6713.0,0,0,0,0,2023,5,5,1
2023-05-28,22.7,29.8,15.0,0.0,0,0,6084.0,0,0,0,0,2023,5,6,1
2023-05-29,24.3,32.8,16.5,0.0,0,0,5502.0,0,0,0,0,2023,5,0,0
2023-05-30,25.2,33.0,17.2,0.0,0,0,5064.0,0,0,0,0,2023,5,1,0
2023-05-31,26.0,33.4,19.0,0.0,0,0,5325.0,0,0,0,0,2023,5,2,0
2023-06-01,25.6,33.3,18.0,0.0,0,0,5393.0,0,0,0,0,2023,6,3,0
2023-06-02,23.6,30.8,18.2,0.5,0,0,5475.0,0,0,0,0,2023,6,4,0
2023-06-03,23.1,29.8,17.6,0.4,0,0,6305.0,0,0,0,0,2023,6,5,1
2023-06-04,23.7,30.9,16.7,0.0,0,0,6541.0,0,0,0,0,2023,6,6,1
2023-06-05,24.6,32.4,17.0,0.0,0,0,4955.0,0,0,0,0,2023,6,0,0
2023-06-06,23.5,29.2,18.5,2.6,0,0,4885.0,0,0,0,0,2023,6,1,0
2023-06-07,22.3,28.3,17.6,2.3,0,0,5154.0,0,0,0,0,2023,6,2,0
2023-06-08,20.2,25.5,18.1,5.4375,0,0,5164.0,0,0,0,1,2023,6,3,0
2023-06-09,19.1,22.2,17.3,5.4375,0,0,5076.0,0,0,0,1,2023,6,4,0
2023-06-10,17.0,18.8,15.7,5.4375,0,0,6231.0,0,0,0,1,2023,6,5,1
2023-06-11,18.0,21.7,15.5,0.3,0,0,6443.0,0,0,0,0,2023,6,6,1
2023-06-12,18.6,21.4,16.7,3.2,0,0,5092.0,0,0,0,0,2023,6,0,0
2023-06-13,18.5,21.3,16.8,5.4375,0,0,5363.0,0,0,0,1,2023,6,1,0
2023-06-14,17.7,18.9,16.4,5.4375,0,0,4734.0,0,0,0,1,2023,6,2,0
2023-06-15,20.0,24.3,17.1,2.7,0,0,5089.0,0,0,0,0,2023,6,3,0
2023-06-16,20.7,25.4,17.1,0.2,0,0,5488.0,0,0,0,0,2023,6,4,0
2023-06-17,20.9,26.5,16.6,0.0,0,0,6330.0,0,0,0,0,2023,6,5,1
2023-06-18,21.6,27.0,16.9,0.0,0,0,6186.0,0,0,0,0,2023,6,6,1
2023-06-19,21.7,26.6,16.8,1.0,0,0,5365.0,0,0,0,0,2023,6,0,0
2023-06-20,21.2,26.6,17.2,0.7,0,0,5545.0,0,0,0,0,2023,6,1,0
2023-06-21,21.3,26.4,17.7,0.3,0,0,5375.0,0,0,0,0,2023,6,2,0
2023-06-22,20.4,24.5,17.0,3.2,0,0,7658.125,1,0,0,0,2023,6,3,0
2023-06-23,19.8,24.4,17.8,5.4375,0,0,7658.125,1,0,0,1,2023,6,4,0
2023-06-24,20.0,25.5,16.8,5.4375,0,0,6561.0,0,0,0,1,2023,6,5,1
2023-06-25,20.9,26.3,16.4,2.3,0,0,6279.0,0,0,0,0,2023,6,6,1
2023-06-26,21.6,27.2,17.3,0.5,0,0,5495.0,0,0,0,0,2023,6,0,0
2023-06-27,22.5,27.2,17.9,0.0,0,0,5233.0,0,0,0,0,2023,6,1,0
2023-06-28,23.0,29.3,17.9,0.0,0,0,5303.0,0,0,0,0,2023,6,2,0
2023-06-29,23.1,29.1,18.0,0.0,0,0,5495.0,0,0,0,0,2023,6,3,0
2023-06-30,23.2,29.1,17.6,0.0,0,0,5290.0,0,0,0,0,2023,6,4,0
2023-07-01,23.8,29.8,18.1,0.0,0,0,6459.0,0,0,0,0,2023,7,5,1
2023-07-02,24.0,29.9,18.7,0.0,0,0,6369.0,0,0,0,0,2023,7,6,1
2023-07-03,24.0,29.8,19.3,0.1,0,0,5337.0,0,0,0,0,2023,7,0,0
2023-07-04,21.1,24.3,19.2,5.4375,0,0,5191.0,0,0,0,1,2023,7,1,0
2023-07-05,21.5,27.1,17.9,0.1,0,0,5743.0,0,0,0,0,2023,7,2,0
2023-07-06,22.0,26.5,18.2,0.9,0,0,5121.0,0,0,0,0,2023,7,3,0
2023-07-07,22.4,27.3,18.2,0.3,0,0,5214.0,0,0,0,0,2023,7,4,0
2023-07-08,22.2,27.1,18.2,0.0,0,0,6524.0,0,0,0,0,2023,7,5,1
2023-07-09,20.9,24.3,19.1,5.4375,0,0,6798.0,0,0,0,1,2023,7,6,1
2023-07-10,21.5,26.0,18.4,0.4,0,0,5558.0,0,0,0,0,2023,7,0,0
2023-07-11,21.2,25.6,18.2,0.5,0,0,5801.0,0,0,0,0,2023,7,1,0
2023-07-12,21.1,25.1,18.2,3.5,0,0,5106.0,0,0,0,0,2023,7,2,0
2023-07-13,20.9,25.5,17.8,5.4375,0,0,5214.0,0,0,0,1,2023,7,3,0
2023-07-14,21.1,27.2,17.6,5.4375,0,0,5625.0,0,0,0,1,2023,7,4,0
2023-07-15,20.8,25.2,18.3,4.1,0,0,6750.0,0,0,0,0,2023,7,5,1
2023-07-16,22.1,27.4,18.1,0.0,0,0,6480.0,0,0,0,0,2023,7,6,1
2023-07-17,22.6,27.8,17.9,0.0,0,0,5442.0,0,0,0,0,2023,7,0,0
2023-07-18,23.0,29.4,16.7,0.0,0,0,5437.0,0,0,0,0,2023,7,1,0
2023-07-19,22.9,28.4,17.1,0.0,0,0,5589.0,0,0,0,0,2023,7,2,0
2023-07-20,20.2,24.8,18.0,5.4375,0,0,5414.0,0,0,0,1,2023,7,3,0
2023-07-21,20.7,24.4,17.6,5.4375,0,0,5332.0,0,0,0,1,2023,7,4,0
2023-07-22,20.8,24.7,18.6,5.4375,0,0,6503.0,0,0,0,1,2023,7,5,1
2023-07-23,21.0,25.5,17.5,0.8,0,0,7141.0,0,0,0,0,2023,7,6,1
2023-07-24,21.5,26.6,18.1,0.9,0,0,5235.0,0,0,0,0,2023,7,0,0
2023-07-25,21.3,25.7,18.1,0.1,0,0,5344.0,0,0,0,0,2023,7,1,0
2023-07-26,21.8,27.4,17.4,0.3,0,0,5320.0,0,0,0,0,2023,7,2,0
2023-07-27,22.5,28.8,17.8,1.0,0,0,5376.0,0,0,0,0,2023,7,3,0
2023-07-28,21.1,25.5,19.2,5.4375,0,0,5037.0,0,0,0,1,2023,7,4,0
2023-07-29,20.3,24.4,18.5,5.4375,0,0,5658.0,0,0,0,1,2023,7,5,1
2023-07-30,21.2,25.1,18.6,5.4375,0,0,6362.0,0,0,0,1,2023,7,6,1
2023-07-31,20.8,25.5,17.6,5.4375,0,0,4946.0,0,0,0,1,2023,7,0,0
2023-08-01,20.4,24.0,17.9,5.4375,0,0,4923.0,0,0,0,1,2023,8,1,0
2023-08-02,20.5,25.1,18.3,5.4375,0,0,4854.0,0,0,0,1,2023,8,2,0
2023-08-03,20.9,26.0,18.1,5.4375,0,0,4933.0,0,0,0,1,2023,8,3,0
2023-08-04,20.6,24.6,18.4,5.4375,0,0,5059.0,0,0,0,1,2023,8,4,0
2023-08-05,20.6,23.9,18.6,5.4375,0,0,6150.0,0,0,0,1,2023,8,5,1
2023-08-06,19.9,22.2,18.7,5.4375,0,0,6321.0,0,0,0,1,2023,8,6,1
2023-08-07,20.4,23.7,18.6,5.4375,0,0,5228.0,0,0,0,1,2023,8,0,0
2023-08-08,21.1,25.0,17.9,5.4375,0,0,5207.0,0,0,0,1,2023,8,1,0
2023-08-09,21.0,25.7,18.0,5.4375,0,0,5385.0,0,0,0,1,2023,8,2,0
2023-08-10,21.3,25.1,18.3,5.0,0,0,5234.0,0,0,0,0,2023,8,3,0
2023-08-11,21.7,27.1,17.8,0.5,0,0,5326.0,0,0,0,0,2023,8,4,0
2023-08-12,20.2,22.9,18.7,5.4375,0,0,6120.0,0,0,0,1,2023,8,5,1
2023-08-13,20.9,25.7,17.7,5.0,0,0,6366.0,0,0,0,0,2023,8,6,1
2023-08-14,21.2,24.6,18.1,5.1,0,0,5468.0,0,0,0,0,2023,8,0,0
2023-08-15,20.9,24.8,18.1,2.3,0,0,5106.0,0,0,0,0,2023,8,1,0
2023-08-16,21.0,25.6,17.1,5.4375,0,0,5183.0,0,0,0,1,2023,8,2,0
2023-08-17,21.5,26.3,18.1,5.4375,0,0,5653.0,0,0,0,1,2023,8,3,0
2023-08-18,21.8,26.7,17.7,2.9,0,0,5162.0,0,0,0,0,2023,8,4,0
2023-08-19,21.4,25.3,19.0,3.0,0,0,6499.0,0,0,0,0,2023,8,5,1
2023-08-20,21.3,25.9,17.9,1.0,0,0,6442.0,0,0,0,0,2023,8,6,1
2023-08-21,20.2,23.6,18.7,5.4375,0,0,5187.0,0,0,0,1,2023,8,0,0
2023-08-22,19.7,22.8,18.2,5.4375,0,0,5030.0,0,0,0,1,2023,8,1,0
2023-08-23,19.9,23.5,17.9,5.4375,0,0,5154.0,0,0,0,1,2023,8,2,0
2023-08-24,19.3,22.2,17.9,5.4375,0,0,5161.0,0,0,0,1,2023,8,3,0
2023-08-25,20.4,24.8,17.8,3.7,0,0,5396.0,0,0,0,0,2023,8,4,0
2023-08-26,21.0,25.6,17.8,0.3,0,0,6689.0,0,0,0,0,2023,8,5,1
2023-08-27,20.6,26.5,17.8,5.4375,0,0,6874.0,0,0,0,1,2023,8,6,1
2023-08-28,19.0,20.7,17.8,5.4375,0,0,5149.0,0,0,0,1,2023,8,0,0
2023-08-29,19.7,24.1,16.7,0.7,0,0,5712.0,0,0,0,0,2023,8,1,0
2023-08-30,19.0,21.4,17.9,5.4375,0,0,5329.0,0,0,0,1,2023,8,2,0
2023-08-31,19.8,24.9,17.5,3.7,0,0,5389.0,0,0,0,0,2023,8,3,0
2023-09-01,19.5,23.1,17.7,5.4375,0,0,4936.0,0,0,0,1,2023,9,4,0
2023-09-02,17.9,19.1,17.0,5.4375,0,0,6150.0,0,0,0,1,2023,9,5,1
2023-09-03,19.8,25.1,15.2,0.2,0,0,6156.0,0,0,0,0,2023,9,6,1
2023-09-04,20.3,24.7,16.5,0.0,0,0,5397.0,0,0,0,0,2023,9,0,0
2023-09-05,20.0,24.3,16.5,0.5,0,0,5244.0,0,0,0,0,2023,9,1,0
2023-09-06,19.8,25.2,16.1,2.5,0,0,5517.0,0,0,0,0,2023,9,2,0
2023-09-07,19.9,24.0,17.2,4.4,0,0,5362.0,0,0,0,0,2023,9,3,0
2023-09-08,20.3,24.4,17.1,2.7,0,0,4982.0,0,0,0,0,2023,9,4,0
2023-09-09,20.1,24.9,16.9,5.4375,0,0,6351.0,0,0,0,1,2023,9,5,1
2023-09-10,20.2,24.0,17.5,3.0,0,0,6604.0,0,0,0,0,2023,9,6,1
2023-09-11,20.9,25.9,17.1,0.7,0,0,5028.0,0,0,0,0,2023,9,0,0
2023-09-12,20.0,24.4,17.9,5.4375,0,0,5395.0,0,0,0,1,2023,9,1,0
2023-09-13,18.2,20.1,16.4,5.4375,0,0,4773.0,0,0,0,1,2023,9,2,0
2023-09-14,19.3,24.4,15.8,0.0,0,0,5261.0,0,0,0,0,2023,9,3,0
2023-09-15,20.5,25.6,16.3,0.0,0,0,5421.0,0,0,0,0,2023,9,4,0
2023-09-16,21.1,26.3,16.1,0.0,0,0,6542.0,0,0,0,0,2023,9,5,1
2023-09-17,20.9,27.3,15.6,0.0,0,0,6478.0,0,0,0,0,2023,9,6,1
2023-09-18,20.1,24.2,16.3,1.8,0,0,5648.0,0,0,0,0,2023,9,0,0
2023-09-19,20.3,25.5,16.9,0.0,0,0,5597.0,0,0,0,0,2023,9,1,0
2023-09-20,20.4,25.8,17.2,0.3,0,0,5453.0,0,0,0,0,2023,9,2,0
2023-09-21,20.3,25.0,17.2,0.2,0,0,5542.0,0,0,0,0,2023,9,3,0
2023-09-22,20.3,24.6,17.0,0.7,0,0,5200.0,0,0,0,0,2023,9,4,0
2023-09-23,20.6,25.3,17.1,0.0,0,0,6484.0,0,0,0,0,2023,9,5,1
2023-09-24,20.8,26.0,17.1,0.0,0,0,6434.0,0,0,0,0,2023,9,6,1
2023-09-25,20.8,26.5,16.8,0.0,0,0,5734.0,0,0,0,0,2023,9,0,0
2023-09-26,19.9,24.4,15.3,1.3,0,0,5342.0,0,0,0,0,2023,9,1,0
2023-09-27,19.8,25.0,16.4,5.4375,0,0,5374.0,0,0,0,1,2023,9,2,0
2023-09-28,18.9,22.9,16.1,5.4375,0,0,4990.0,0,0,0,1,2023,9,3,0
2023-09-29,19.0,23.2,15.9,5.1,0,0,7658.125,1,0,0,0,2023,9,4,0
2023-09-30,19.8,24.6,15.6,4.1,0,0,6485.0,0,0,0,0,2023,9,5,1
2023-10-01,20.2,25.1,16.6,0.8,0,0,7658.125,1,0,0,0,2023,10,6,1
2023-10-02,20.6,25.8,16.9,0.2,0,0,7658.125,1,0,0,0,2023,10,0,0
2023-10-03,20.5,25.4,16.8,0.1,0,0,7658.125,1,0,0,0,2023,10,1,0
2023-10-04,20.5,25.3,16.7,0.0,0,0,7658.125,1,0,0,0,2023,10,2,0
2023-10-05,20.2,25.0,16.7,0.3,0,0,7658.125,1,0,0,0,2023,10,3,0
2023-10-06,20.2,24.8,16.6,0.1,0,0,7658.125,1,0,0,0,2023,10,4,0
2023-10-07,18.1,21.3,16.5,5.4375,0,0,6159.0,0,0,0,1,2023,10,5,1
